page,plate,subindustry,company,rev_2q26,rev_2026,rev_yoy_2q26,rev_yoy_2026,np_2q26,np_2026,np_yoy_2q26,np_yoy_2026,beat,logic,row_top,row_bottom
10,交运,航运,中远海能,20268577,（百万元，人民币）202635541,46%,（%）2026 202649%,（百万元，人民币）20262350,202612396,增速（%）2026102%,2026207%,超市场预期,一句话推荐逻辑 全球油运龙头，受益于霍尔木兹海峡放开后全球原油成品油补库,0.09505,0.15901
10,交运,航运,中远海控,52500,225344,3%,3%,6620,24033,13%,-22%,,全球集运龙头，受益于红海、中东局势升级，绕行带来效率损失提价,0.15901,0.20424
10,交运,航运,中谷物流,2790,11203,1%,6%,430,2086,-19%,4%,,内贸集运龙头，造船价格低，新船型为外贸稀缺船型，租金回报率高,0.20424,0.25018
10,交运,快递,顺丰控股,80760,336322,5%,,,12196,,,,高端时效网络主导者，构建快递、快运、空运、供应链与国际的全栈物流,0.25018,0.29611
10,交运,航空,中通快递-W 南方航空 中国国航 春秋航空 吉祥航空,14120489404672064706100,556541996221922712531025151,19%5%10%30%14%,x0xx612%,,,YNXewiNA,灿xuxu129%,V,国内通达快递龙头，受益于行业反内卷带来的利润与市占率回升 国内三大航之一，枢纽为广州白云机场，受益于油价回落与国际线增开 国内三大航之一，枢纽为北京首都机场，受益于油价回落与国际线增开 国内低成本航空龙头，以上海为主枢纽，极致的低成本导致经营优势显著 国内民营精品航空公司，以上海为主枢纽，经营成本显著低于三大航，开 辟欧洲航线,0.29611,0.50247
10,交运,机场,上海机场,3230,14422,2%,X1WzX6xw,,,,X灿Xwx,,上海虹桥+浦东机场，国际旅客占比高，依靠商业带来超额盈利,0.50247,0.52509
10,交运,机场 跨境,白云机场 嘉友国际 东航物流 中国外运 皖通高速,205021408320241601750,77819648277691070136675,8%20%44%-10%90%,14%11%-1%,,继瞅Qk0叫研形蜒加m4吼啊,%8%双观器虹zWM洲州N瓢,,,广州白云机场，国际旅客超过疫情前，T3投入后产能利用率待提升 主营蒙煤贸易、运输、仓储，第二增长曲线来自非洲的陆港，双轮驱动 东方航空的货运公司，拥有近20架777F，主营欧美长航线，受益于运价提 央企全链路物流，以代理业务稳定现金流，专业物流和电商服务向高附加 值转型 安徽唯一公路现金牛企业，掌控长三角西翼核心网络,0.52509,0.70813
10,交运,公路,宁沪高速,4730,20366,2%,0%,,,,,,长三角核心路网垄断企业，持有近1000公里长三角核心路产，长期现金流 稳定,0.70813,0.75406
10,交运,公路,招商公路,3620,14135,27%,6%,1190,,,,,中国最长公路央企，掌控超8000公里核心路网，资产集中于高车流量经济,0.75406,0.8
10,交运,铁路,京沪高铁,11330,45019,5%,5%,3620,14022,,,,中国唯一上市高铁运营商，以轻资产模式运营核心高铁网络，路网服务贡 献超6成利润，毛利率远超行业,0.8,0.84523
10,交运,铁路,大秦铁路,21420,81469,10%,5%,,,,,V,亿吨级专线运煤，西煤东运主通道，大秦线运量占比高，服务高度刚性,0.84523,0.89117
10,交运,港口,唐山港,1540,5929,14%,4%,,,,,,以干散货 核心业务的港口，分红率高,0.89117,0.91378
10,交运,港口,宏川智慧,330,1478,23%,24%,0HaL晒az,8u毗awwu,3om器Ezo,,,石化仓储龙头，拥有超700万立方米储罐容量，客户粘性与定价权稳固,0.91378,0.9371
10,交运,危化品,密尔克卫,4030,15223,9%,14%,,,,,,危险品全链条整合者，危化物流合规龙头，70万平方米全国危化仓储网络 与全链条合规能力,0.9371,0.98304
11,建材新材料,出海,中国巨石,5600,24000,21%,27%,1760,8500,84%,159%,,,0.10582,0.12203
11,建材新材料,玻纤,国际复材,2700,11400,18%,32%,380,1850,113%,579%,,,0.12203,0.13823
11,建材新材料,玻纤,中材科技,9000,35000,15%,16%,664,3200,4%,76%,,,0.13823,0.15443
11,建材新材料,铜箔,宏和科技,550,2400,81%,113%,260,1200,360%,494%,,,0.15443,0.17114
11,建材新材料,铜箔,铜冠铜箔,2100,2400,15%,15%,140,1000,364%,1496%,,,0.17114,0.18734
11,建材新材料,玻璃,耀皮玻璃 旗滨集团,13974105,648817311,3%5%,15%10%,6030,180300,37%-93%,33%-52%,,,0.18734,0.21975
11,建材新材料,玻璃,三棵树,4054,13780,10%,10%,370,1000,12%,29%,,,0.21975,0.23595
11,建材新材料,消费建材,兔宝宝,2647,9948,12%,12%,160,1050,-4%,50%,,,0.23595,0.25266
11,建材新材料,消费建材,悍高集团,1054,4493,28%,25%,211,950,41%,35%,,,0.25266,0.26835
11,建材新材料,消费建材,东方雨虹,8500,31000,12%,12%,573,1800,54%,1489%,,,0.26835,0.28506
11,建材新材料,基建,科顺股份,1916,6346,5%,5%,123,350,1805%,扭亏为盈,,,0.28506,0.30127
11,建材新材料,基建,青龙管业,847,3942,30%,50%,60,250,218%,93%,,,0.30127,0.31747
11,建材新材料,其他新材料,石英股份,326,1350,25%,34%,70,340,29%,122%,,,0.31747,0.33367
11,建材新材料,其他新材料,麦加芯彩,475,1880,2%,10%,63,240,5%,14%,,,0.33367,0.37671
11,公用事业,火电,华能国际,（百万元，人民币）2026n.a,2026n.a,（%）2026 2026n.a,n.a,（百万元，人民币）2Q2625.0~30.0,2026130,增速（%）2Q26-42%~-30%,2026-10%,超市场预期,一句话推荐逻辑 全国性火电龙头，受益电量电价传导改善、容量电价提升和市场化交易增 收，盈利稳定性增强推动公用事业化重估。,0.42354,0.49975
11,公用事业,火电,华电国际,n.a,n.a,n.a,n.a,12.0~15.0,58,-37%~-22%,-4%,,常规能源核心平台，气电及煤电容量收益贡献较高，容量电价稳定长期收 益，分红提升支撑价值重估。,0.49975,0.54633
11,公用事业,火电,申能股份 皖能电力 浙能电力 长江电力,n.an.an.an.a,n.an.an.an.a,n.an.an.an.a,n.an.an.an.a,8.3~8.84.0~4.514.0~17.085.0~90.0,361860350,-22%~-17%-37%~-29%-43%~-30%8%~14%,-10%-16%-20%1%,,上海负荷中心综合能源平台，火电红利属性突出，气电、新能源和投资收 益共同支撑稳健分红。 安徽省级能源平台，火电基本盘稳固、新能源提速扩张，明确分红规划增 强中长期股东回报确定性。 浙江负荷中心火电龙头，机组区位价值高，参股核电贡献稳定收益，分红 能力具备持续提升空间。 全球大水电龙头，综合电价和现金流稳健，2026-2030 年高分红规划强化红利资产配置价值。,0.54633,0.72506
11,公用事业,水电,国投电力,n.a,n.a,n.a,n.a,14.5~15.0,75,-16%~-13%,1%,,雅著江水电贡献核心利润，水风光一体化基地打开成长空间，兼具优质水 电现金流和新能源扩张弹性。,0.72506,0.77013
11,公用事业,水电,华能水电 川投能源,n.an.a,n.an.a,n.an.a,n.an.a,30.0~32.06.0~6.5,9253,-3%~3%-39%~-34%,8%11%,,澜沧江流域水电平台，流域梯级调度能力强，分红稳定增长，具备长期水 电红利配置价值。 核心看雅砻江水电投资收益释放，来水改善及流域水风光一体化开发带来 长期成长空间。,0.77013,0.85823
11,公用事业,绿电,龙源电力,n.a,n.a,n.a,n.a,11.0~13.0,50,-25%~-12%,10%,,风电龙头聚焦新能源主业，装机扩张、绿电绿证交易和补贴回款改善共同 支撑现金流修复。,0.85823,0.90481
11,公用事业,核电,中国核电,n.a,n.a,n.a,n.a,16.0~18.0,85,-37%~-29%,-9%,,核电主业发电量增长和新机组投运支撑业绩，新能源短期承压但核电资产 稳定性和分红能力突出。,0.90481,0.94481
11,公用事业,核电,中国广核,n.a,n.a,n.a,n.a,31.0~32.0,103,6%~9%,5%,,核电运营龙头，电价机制逐步稳定盈利预期，新机组投产和高分红属性支 撑防御配置价值。,0.94481,0.98785
12,有色金属,铜,金诚信 中国铝业,3 65063397,14 600259443,4%5%,5%8%,7505278,3 00019201,9%49%,28%51%,,矿服现金流托底，自有资源项目逐步放量，矿服龙头向资源平台转型逻辑 分红率仅37%，提升潜力大,0.14438,0.18519
12,有色金属,电解铝,云铝股份 天山铝业,163688757,6396033585,10%18%,7%14%,36432297,133438777,49%124%,120%82%,,绿电铝标的，成本较高，氧化铝敞口小，资产负债表优异，分红提升潜力 26-,0.18519,0.22536
12,有色金属,能源金属,神火股份,12800,49502,18%,20%,2420,8970,102%,124%,,电解铝成本曲线左侧产能，氧化铝敞口小，煤炭业务或已度过最差时刻,0.22536,0.24545
12,有色金属,能源金属,腾远钴业 中稀有色,23001 500,125007 000,11%28%,50%20%,400150,1600800,18%500%,44%525%,,钻业务具备较大弹性，铜业务产能扩张，利润基本盘稳增 氧化镝、氧化错钕价格均有望显著上涨；加工费均显著上涨；公司钨矿项,0.24545,0.28562
12,有色金属,小金属,北方稀土,15 326,68 100,39%,33%,900,5 000,80%,122%,,氧化镨钕价格有望继续上行,0.28562,0.30634
12,有色金属,小金属,华锡有色,1 800,7 500,17%,29%,270,1 400,20%,75%,,锡价格上行；广西关键金属矿权整合持续推进,0.30634,0.32643
12,有色金属,小金属,金钼股份,4 780,17 250,30%,25%,1 150,5 500,63%,74%,,钼价新高可期：公司布局关键钼粉领域，有望得到估值提升,0.32643,0.37947
12,石油石化,油服 炼化,中海油服 荣盛石化,110853,5253413,-12%16%,4%11%,915,4260,-16%10614%,10%608%,,海上钻井行业景气度持续上行 受冲突影响PTA、PX价差扩大，海外成品油利润突增,0.48085,0.52103
12,石油石化,化纤,华峰化学,76,302,31%,25%,7,27,46%,45%,,行业供给出清，产品价格提升,0.52103,0.54175
12,化工,精细化工,新化股份,850,3463,19%,18%,80,318,4%,22%,,脂肪胺主业盈利逆势提升、香料宁夏基地放量减亏，叠加电子级异内醇、 盐湖提锂、电池回收等新材料/新能源赛道陆续落地转化,0.71438,0.75518
12,化工,汽车零部件,赛轮轮胎,10551,44213,15%,20%,950,4013,20%,14%,,全球产能布局最大的中国轮胎龙头，越南/柬埔寨/印尼/墨西哥/埃及多基 地放量推动产销持续创新高,0.75518,0.79598
12,化工,汽车零部件,森麒麟,2300,10020,11%,16%,184,1012,-41%,-10%,,摩洛哥1200万条工厂2026年进入投产放量、深耕高端化，欧盟反倾销终裁 税率显著下调利好出口,0.79598,0.83679
12,化工,煤化工,华鲁恒升,12517,45769,57%,48%,1350,4900,57%,48%,,煤化工低成本龙头企业，兼具反内卷和未来碳中和逻辑，四季度新增产能,0.83679,0.87759
12,化工,煤化工,宝丰能源 亚钾国际,201982505,592529870,68%91%,23%85%,5500900,140003100,68%91%,23%85%,,煤制烯烃龙头，低成本优势，二季度业绩放量 新产能爬坡，业绩放量，盈利维持高位,0.87759,0.91777
12,化工,农化,扬农股份,4000,11870,37%,14%,450,1400,21%,8%,,农药一体化龙头，葫芦岛一期全面投产贡献增量、二期推进中，新机理杀 螨剂氟螨双醚已上市，海外成为营收增长核心驱动,0.91777,0.95857
12,化工,电子陶瓷,国瓷材料,1415,5728,20%,25%,235,763,20%,25%,,mlcc粉高端放量，氧化锆涨价预期，低空经济，球硅小品量试用,0.95857,0.97866
13,商贸零售,商贸零售,豫园股份,10847,36557,5%,1%,11,-666,0%,-86%,,黄金珠宝同店修复，地产拖累逐步出清,0.10398,0.11953
13,商贸零售,黄金珠宝,老铺黄金,n.a,,n.a,58%,n.a,8565,n.a,76%,,门店点位优化同店高增持续，涨价后市场接受度好于预期，带动毛利率修 复,0.11953,0.15112
13,商贸零售,黄金珠宝,潮宏基,1961,,6%,9%,168,732,18%,79%,V,毛利率提升或带动利润端超预期,0.15112,0.16715
13,商贸零售,跨境电商,安克创新 小商品城,86605917,,26%30%,28%18%,6221074,31785057,19%21%,25%20%,V,储能高增持续，下半年低基数，业绩逐季向上 市场业务选位费逐步计提收入，AI及支付业务高增持续，进口业务政策有 望催化,0.16715,0.2138
13,商贸零售,跨境电商,致欧科技,2435,,25%,26%,100,502,0 26,50%,V,消费降级受益，北美地区拓市场、拓大件产品，叠加亚马逊SC转VC带动毛 利率提升,0.2138,0.24538
13,商贸零售,茶饮,古茗 蜜雪集团,n.an.an.a,,n.an.an.a,18%27%10%,n.an.an.a,82333006500,n.an.an.a,18%6%12%,,降价政策不断消化，门店收入占比稳健提升，拓店高确定性 拓店持续推进，新SKU早餐与咖啡对冲补贴退坡压力，全年同店有望企稳 平价茶饮龙头地位巩固，供应链优势持续释放,0.33965,0.40233
13,商贸零售,酒店,锦江酒店,3700,,3%,4%,410,1189,22%,28%,,提质改革逐步见效，增长有望快于行业,0.40233,0.41788
13,商贸零售,酒店,首旅酒店,1952,,3%,4%,288,925,13%,14%,,受益RevPAR企稳、轻资产标准管理店扩张和中高端占比提升，经营质量 持续改善,0.41788,0.44947
13,纺服美护,运动户外,安踏体育,（百万元，人民币）2Q26,202685834,（%）2Q26 2026低单,7%,（百万元，人民币）2Q26,202614132,增速（%）2Q26,20264%,超市场预期,一句话推荐逻辑 品宣&运营能力a凸显,0.51433,0.55831
13,纺服美护,运动户外,李宁 特步国际,,3255814859,低单低单,10%5%,,32291413,,10%3%,V,产品与组织架构调整顺利，全年业绩优于预期,0.55831,0.58941
13,纺服美护,运动户外,滔搏,,,高单下降,-2%,,1286,,0%,,,0.58941,0.62099
13,纺服美护,运动户外,浙江自然,788,,15%,20%,157,211,8%,10%,,,0.62099,0.63654
13,纺服美护,运动户外,扬州金泉,545,,10%,10%,66,111,0%,2%,,,0.63654,0.65209
13,纺服美护,男装/女装,报喜鸟,2462,,3%,7%,203,359,3%,5%,,,0.65209,0.66764
13,纺服美护,男装/女装,比音勒芬 森马服饰,23146641,,10%8%,10%8%,497471,6611026,20%45%,20%15%,,,0.66764,0.69874
13,纺服美护,男装/女装,海澜之家,12144,,5%,5%,1659,2274,5%,5%,,顺应消费降级趋势商业转型拓展创新市区奥莱业态，同时分红水平较高,0.69874,0.73032
13,纺服美护,家纺,罗莱生活,2247,,3%,6%,223,598,20%,15%,,,0.73032,0.74587
13,纺服美护,家纺,水星家纺,1940,,1%,6%,162,456,15%,12%,,,0.74587,0.7619
13,纺服美护,家纺,稳健医疗 华利集团,582612661,,10%0%,10%2%,5561504,8683207,13%-10%,13%0%,,,0.7619,0.793
13,纺服美护,中游代工,申洲国际,,,,4%,,5825,,0%,,26年订单预计双位数增长，出口链中估值低位,0.793,0.80855
13,纺服美护,中游代工,伟星股份 开润股份 新澳股份,257126223193,6063,10%8%25%,8%8%20%,388215352,651381624,5%15%30%,1%15%30%,,减持提前终止资金面压力释放，印尼工厂净利率提升且26年收入有望环比 提速 毛价上行有望带动利润弹性持续释放,0.80855,0.87123
13,纺服美护,纺织原材料,百隆东方,4847,9826,,,,,,,,棉价上行有望带动利润弹性持续释放,0.87123,0.9655
13,纺服美护,纺织原材料,台华新材,3282,7048,,10%,,,,,,,0.9655,0.98105
14,纺服美护,美容护理,毛戈平,,6857,,32%,,1635,,35%,,高端国货具备稀缺性，抖音渠道持续放量,0.06606,0.08901
14,纺服美护,美容护理,上美股份,,10710,,27%,,1326,,37%,,,0.08901,0.11127
14,纺服美护,美容护理,巨子生物 若羽臣,1267,62055706,70%,12%67%,97,2096372,116%,9%92%,,低基数下新品驱动拐点，医美开启第二增长曲线 保健品开始盈利，高端家清持续高增,0.11127,0.15577
14,纺服美护,美容护理,珀菜雅,3 243,11286,8%,7%,433,1558,6%,4%,,,0.15577,0.17803
14,纺服美护,美容护理,贝泰妮,1 565,6027,10%,10%,273,591,25%,25%,,,0.17803,0.20097
14,纺服美护,医美,上海家化 丸美生物,2 0411 175,70274946,15%28%,11%28%,7552,386598,55%31%,53%31%,,,0.20097,0.24548
14,纺服美护,医美,锦波生物,561,2102,14%,14%,257,1045,15%,15%,,,0.24548,0.26773
14,纺服美护,医美,乐普医疗,1 796,7792,10%,21%,344,1285,10%,23%,,,0.26773,0.3265
14,食品饮料,白酒,五粮液,8351,53314,30%,32%,2505,17869,1107%,100%,,,0.45758,0.47983
14,食品饮料,白酒,山西汾酒,6325,34527,-15%,-11%,1486,10049,-20%,-18%,,,0.47983,0.50278
14,食品饮料,白酒,泸州老窖,6391,23694,-10%,-8%,2456,9875,-20%,-9%,,,0.50278,0.52503
14,食品饮料,白酒,洋河股份,3729,16551,0%,-14%,777,2760,10%,25%,,,0.52503,0.54729
14,食品饮料,白酒,古井贡酒,4024,17164,-15%,-9%,1065,3697,-20%,4%,,,0.54729,0.56954
14,食品饮料,白酒,今世缘 迎驾贡酒,19441169,100156400,5%5%,-2%6%,614326,24862101,5%8%,-5%6%,,,0.56954,0.61405
14,食品饮料,白酒,舍得酒业,1125,4410,0%,0%,97,239,0%,7%,,,0.61405,0.6363
14,食品饮料,白酒,水井坊,593,3257,10%,7%,30,570,-135%,40%,,,0.6363,0.65925
14,食品饮料,调味品,金徽酒,664,2962,2%,1%,64,329,0%,-7%,,,0.65925,0.6815
14,食品饮料,调味品,海天味业,7468,30991,8%,7%,1900,7878,11%,12%,,,0.6815,0.70376
14,食品饮料,调味品,中炬高新,1237,4813,20%,15%,121,682,60%,27%,,,0.70376,0.72601
14,食品饮料,调味品,干禾味业 天味食品 安琪酵母 宝立食品,5268244721818,29014025192173333,8%10%15%15%,13%17%15%14%,3813850767,4936951858295,200%20%18%15%,42%22%20%12%,,,0.72601,0.81572
14,食品饮料,零食,洽洽食品,1217,7435,3%,13%,80,657,600%,106%,,,0.81572,0.83797
14,食品饮料,零食,盐津铺子,1487,6412,6%,11%,218,863,12%,15%,,,0.83797,0.86022
14,食品饮料,零食,劲仔食品,608,2922,15%,20%,51,298,15%,23%,,,0.86022,0.88248
14,食品饮料,零食,万辰集团,17054,68803,45%,34%,616,2694,140%,100%,,,0.88248,0.90542
14,食品饮料,软饮,百润股份,827,3343,10%,14%,224,760,8%,19%,,,0.90542,0.92768
14,食品饮料,软饮,东鹏饮料,6595,24599,12%,18%,1562,5217,12%,18%,,,0.92768,0.94993
14,食品饮料,速冻食品,安井食品,4725,18377,18%,13%,374,1829,33%,35%,,,0.94993,0.97218
15,农林牧渔,生猪养殖,温氏股份,20431,98980,-20%,-5%,-2628,-2162,由盈转亏,由盈转亏,,,0.1415,0.16327
15,农林牧渔,牧业,德康农牧 现代牧业,3580,16789,/,8%,40,940,扭亏为盈,扭亏为盈,,,0.16327,0.2068
15,农林牧渔,牧业,优然牧业,6254,21391,,4%,220,1450,扭亏为盈扭亏为盈,,,,0.2068,0.22857
15,家电,白色家电 黑色家电,海尔智家 海信视像,7737614714,31935861999,0%6%,4%7%,5892594,221602735,-10%18%,6%13%,,全球OBM发展领先，国内推进数字变革增强竞争力，海外本土产能优势强 ，估值安全边际高 作为内销龙头年初以来韧性凸现，26年体育赛事拉动下海外出货有望持续 提速,0.42517,0.54626
15,家电,黑色家电,TCL电子 （港币）,32369,128574,10%,14%,1068,2964,15%,19%,,结构优化+费效提升逻辑持续兑现，盈利中枢有望继续提升，与索尼合作 进一步打开成长天花板,0.54626,0.60068
15,家电,小家电,苏泊尔 石头科技,58625146,2409828115,3%15%,5%50%,456431,23032388,3%5%,7%50%,,小家电龙头，近年渠道变革效果显著，持续推进品类扩张，有望随着新兴 渠道发力实现增长 强品牌势能+份额持续提升的全球扫地机龙头，有望充分受益于全球扫地 机行业的成长,0.60068,0.7068
15,家电,小家电,欧圣电气,423,2897,20%,40%,64,320,20%,40%,,马来产能利用率提升，主业盈利能力有望迎来修复，受益于养老经济和养 老机器人政策催化,0.7068,0.7585
15,家电,电池,安孚科技,1082,5013,3%,5%,60,384,69%,70%,,26年南孚股权回收有望继续增厚利润，易缆微作为第二曲线业务技术稀缺 性突出、成长性极强，打开远期天花板,0.7585,0.81633
15,家电,消费电子,绿联科技,2797,12357,38%,38%,176,987,42%,45%,,海外渠道突破带动3C主业高增长，NAS行业需求加速释放，公司作为赛道 龙头有望充分受益,0.81633,0.90272
